name,warehouse_amount,warehouse_cost,category,start_amount_20221,start_cost_20221,plus_amount_20221,plus_cost_20221,minus_amount_2021,minus_cost_20221,end_amount_20221,end_cost_20221,Code,Measure,start_amount_20222,start_cost_20222,plus_amount_20222,plus_cost_20222,minus_amount_20222,minus_cost_20222,end_amount_20222,end_cost_20222,start_amount_20223,start_cost_20223,plus_amount_20223,plus_cost_20223,minus_amount_2023,minus_cost_20223,end_amount_20223,end_cost_20223,start_amount_20224,start_cost_20224,plus_amount_20224,plus_cost_20224,minus_amount_2024,minus_cost_20224,end_amount_20224,end_cost_20224
Стол для переговоров 240х120 см,2,0.0,101.36,2.0,31780.02,0.0,0.0,0.0,0.0,2.0,31780.02,02-0000000017,ед,2.0,31780.02,0.0,0.0,0.0,0.0,2.0,31780.02,2.0,31780.02,0.0,0.0,0.0,0.0,2.0,31780.02,2.0,31780.02,0.0,0.0,0.0,0.0,2.0,31780.02
Стол для переговоров Geradom GD1225,3,0.0,101.36,3.0,51000.0,0.0,0.0,0.0,0.0,3.0,51000.0,02-0000000017,ед,3.0,51000.0,0.0,0.0,0.0,0.0,3.0,51000.0,3.0,51000.0,0.0,0.0,0.0,0.0,3.0,51000.0,3.0,51000.0,0.0,0.0,0.0,0.0,3.0,51000.0
Стол для переговоров UAR120,4,0.0,101.36,4.0,49849.48,0.0,0.0,0.0,0.0,4.0,49849.48,02-0000000017,ед,4.0,49849.48,0.0,0.0,0.0,0.0,4.0,49849.48,4.0,49849.48,0.0,0.0,0.0,0.0,4.0,49849.48,4.0,49849.48,0.0,0.0,0.0,0.0,4.0,49849.48
Стол для переговоров БОНД венге 2400х1100х750,1,0.0,101.36,1.0,27625.0,0.0,0.0,0.0,0.0,1.0,27625.0,02-0000000017,ед,1.0,27625.0,0.0,0.0,0.0,0.0,1.0,27625.0,1.0,27625.0,0.0,0.0,0.0,0.0,1.0,27625.0,1.0,27625.0,0.0,0.0,0.0,0.0,1.0,27625.0
Стол для переговоров коллекции Сенатор,1,0.0,101.36,1.0,29680.2,0.0,0.0,0.0,0.0,1.0,29680.2,02-0000000017,ед,1.0,29680.2,0.0,0.0,0.0,0.0,1.0,29680.2,1.0,29680.2,0.0,0.0,0.0,0.0,1.0,29680.2,1.0,29680.2,0.0,0.0,0.0,0.0,1.0,29680.2
Стол для переговоров круглый,4,8118.4,21.36,4.0,8118.4,0.0,0.0,0.0,0.0,4.0,8118.4,02-0000000017,ед,4.0,8118.4,0.0,0.0,0.0,0.0,4.0,8118.4,4.0,8118.4,0.0,0.0,0.0,0.0,4.0,8118.4,4.0,8118.4,0.0,0.0,0.0,0.0,4.0,8118.4
Стол для переговоров круглый диам 110 см,3,18419.059999999998,21.36,3.0,18419.059999999998,0.0,0.0,0.0,0.0,3.0,18419.059999999998,02-0000000017,ед,3.0,18419.059999999998,0.0,0.0,0.0,0.0,3.0,18419.059999999998,3.0,18419.059999999998,0.0,0.0,0.0,0.0,3.0,18419.059999999998,3.0,18419.059999999998,0.0,0.0,0.0,0.0,3.0,18419.059999999998
Стол для переговоров модульный,1,0.0,101.36,1.0,45623.99,0.0,0.0,0.0,0.0,1.0,45623.99,02-0000000017,ед,1.0,45623.99,0.0,0.0,0.0,0.0,1.0,45623.99,1.0,45623.99,0.0,0.0,0.0,0.0,1.0,45623.99,1.0,45623.99,0.0,0.0,0.0,0.0,1.0,45623.99
Стол для переговоров модульный большой,1,0.0,101.36,1.0,62183.16,0.0,0.0,0.0,0.0,1.0,62183.16,02-0000000017,ед,1.0,62183.16,0.0,0.0,0.0,0.0,1.0,62183.16,1.0,62183.16,0.0,0.0,0.0,0.0,1.0,62183.16,1.0,62183.16,0.0,0.0,0.0,0.0,1.0,62183.16
Стол для переговоровсовещаний,2,0.0,101.36,2.0,28233.08,0.0,0.0,0.0,0.0,2.0,28233.08,02-0000000017,ед,2.0,28233.08,0.0,0.0,0.0,0.0,2.0,28233.08,2.0,28233.08,0.0,0.0,0.0,0.0,2.0,28233.08,2.0,28233.08,0.0,0.0,0.0,0.0,2.0,28233.08
Стол для персонала Geradom GD1223,105,0.0,101.36,105.0,645750.0,0.0,0.0,0.0,0.0,105.0,645750.0,02-0000000017,ед,105.0,645750.0,0.0,0.0,0.0,0.0,105.0,645750.0,105.0,645750.0,0.0,0.0,0.0,0.0,105.0,645750.0,105.0,645750.0,0.0,0.0,0.0,0.0,105.0,645750.0
Стол для персонала тип 1,8,0.0,101.36,8.0,24473.2,0.0,0.0,0.0,0.0,8.0,24473.2,02-0000000017,ед,8.0,24473.2,0.0,0.0,0.0,0.0,8.0,24473.2,8.0,24473.2,0.0,0.0,0.0,0.0,8.0,24473.2,8.0,24473.2,0.0,0.0,0.0,0.0,8.0,24473.2
Стол для приема пищи тип 1,6,0.0,101.36,6.0,22146.24,0.0,0.0,0.0,0.0,6.0,22146.24,02-0000000017,ед,6.0,22146.24,0.0,0.0,0.0,0.0,6.0,22146.24,6.0,22146.24,0.0,0.0,0.0,0.0,6.0,22146.24,6.0,22146.24,0.0,0.0,0.0,0.0,6.0,22146.24
Стол для приема пищи тип 2,3,0.0,101.36,3.0,24232.5,0.0,0.0,0.0,0.0,3.0,24232.5,02-0000000017,ед,3.0,24232.5,0.0,0.0,0.0,0.0,3.0,24232.5,3.0,24232.5,0.0,0.0,0.0,0.0,3.0,24232.5,3.0,24232.5,0.0,0.0,0.0,0.0,3.0,24232.5
Стол для руководителя,2,0.0,101.36,2.0,17412.08,0.0,0.0,0.0,0.0,2.0,17412.08,02-0000000017,ед,2.0,17412.08,0.0,0.0,0.0,0.0,2.0,17412.08,2.0,17412.08,0.0,0.0,0.0,0.0,2.0,17412.08,2.0,17412.08,0.0,0.0,0.0,0.0,2.0,17412.08
Стол для руководителя Geradom GD1201,4,0.0,101.36,4.0,48000.0,0.0,0.0,0.0,0.0,4.0,48000.0,02-0000000017,ед,4.0,48000.0,0.0,0.0,0.0,0.0,4.0,48000.0,4.0,48000.0,0.0,0.0,0.0,0.0,4.0,48000.0,4.0,48000.0,0.0,0.0,0.0,0.0,4.0,48000.0
Стол журнальный,6,21708.0,101.36,6.0,40048.86,0.0,0.0,0.0,0.0,6.0,40048.86,02-0000000017,ед,6.0,40048.86,0.0,0.0,0.0,0.0,6.0,40048.86,6.0,40048.86,0.0,0.0,0.0,0.0,6.0,40048.86,6.0,40048.86,0.0,0.0,0.0,0.0,6.0,40048.86
Стол журнальный  Geradom GD1221,1,0.0,101.36,1.0,4980.0,0.0,0.0,0.0,0.0,1.0,4980.0,02-0000000017,ед,1.0,4980.0,0.0,0.0,0.0,0.0,1.0,4980.0,1.0,4980.0,0.0,0.0,0.0,0.0,1.0,4980.0,1.0,4980.0,0.0,0.0,0.0,0.0,1.0,4980.0
Стол журнальный  тип 1,4,0.0,101.36,4.0,13319.84,0.0,0.0,0.0,0.0,4.0,13319.84,02-0000000017,ед,4.0,13319.84,0.0,0.0,0.0,0.0,4.0,13319.84,4.0,13319.84,0.0,0.0,0.0,0.0,4.0,13319.84,4.0,13319.84,0.0,0.0,0.0,0.0,4.0,13319.84
Стол журнальный 45х53 см,1,0.0,101.36,1.0,4158.8,0.0,0.0,0.0,0.0,1.0,4158.8,02-0000000017,ед,1.0,4158.8,0.0,0.0,0.0,0.0,1.0,4158.8,1.0,4158.8,0.0,0.0,0.0,0.0,1.0,4158.8,1.0,4158.8,0.0,0.0,0.0,0.0,1.0,4158.8
Стол журнальный BeautyStyle 10,1,6598.62,21.36,1.0,6598.62,0.0,0.0,0.0,0.0,1.0,6598.62,02-0000000017,ед,1.0,6598.62,0.0,0.0,0.0,0.0,1.0,6598.62,1.0,6598.62,0.0,0.0,0.0,0.0,1.0,6598.62,1.0,6598.62,0.0,0.0,0.0,0.0,1.0,6598.62
Стол журнальный BeautyStyle 26,1,7044.1,21.36,1.0,7044.1,0.0,0.0,0.0,0.0,1.0,7044.1,02-0000000017,ед,1.0,7044.1,0.0,0.0,0.0,0.0,1.0,7044.1,1.0,7044.1,0.0,0.0,0.0,0.0,1.0,7044.1,1.0,7044.1,0.0,0.0,0.0,0.0,1.0,7044.1
Стол журнальный BeautyStyle 3,2,5854.18,21.36,2.0,5854.18,0.0,0.0,0.0,0.0,2.0,5854.18,02-0000000017,ед,2.0,5854.18,0.0,0.0,0.0,0.0,2.0,5854.18,2.0,5854.18,0.0,0.0,0.0,0.0,2.0,5854.18,2.0,5854.18,0.0,0.0,0.0,0.0,2.0,5854.18
Стол журнальный Престон,2,9558.92,21.36,2.0,9558.92,0.0,0.0,0.0,0.0,2.0,9558.92,02-0000000017,ед,2.0,9558.92,0.0,0.0,0.0,0.0,2.0,9558.92,2.0,9558.92,0.0,0.0,0.0,0.0,2.0,9558.92,2.0,9558.92,0.0,0.0,0.0,0.0,2.0,9558.92
Стол журнальный Робер 6М 804343,1,7060.0,21.36,1.0,7060.0,0.0,0.0,0.0,0.0,1.0,7060.0,02-0000000017,ед,1.0,7060.0,0.0,0.0,0.0,0.0,1.0,7060.0,1.0,7060.0,0.0,0.0,0.0,0.0,1.0,7060.0,1.0,7060.0,0.0,0.0,0.0,0.0,1.0,7060.0
Стол журнальный Робер 8М 808043,1,7440.0,21.36,1.0,7440.0,0.0,0.0,0.0,0.0,1.0,7440.0,02-0000000017,ед,1.0,7440.0,0.0,0.0,0.0,0.0,1.0,7440.0,1.0,7440.0,0.0,0.0,0.0,0.0,1.0,7440.0,1.0,7440.0,0.0,0.0,0.0,0.0,1.0,7440.0
Стол журнальный ТСТ цвет Венге,1,4835.0,21.36,1.0,4835.0,0.0,0.0,0.0,0.0,1.0,4835.0,02-0000000017,ед,1.0,4835.0,0.0,0.0,0.0,0.0,1.0,4835.0,1.0,4835.0,0.0,0.0,0.0,0.0,1.0,4835.0,1.0,4835.0,0.0,0.0,0.0,0.0,1.0,4835.0
Стол журнальный круглый 44 см,1,0.0,101.36,1.0,4998.8,0.0,0.0,0.0,0.0,1.0,4998.8,02-0000000017,ед,1.0,4998.8,0.0,0.0,0.0,0.0,1.0,4998.8,1.0,4998.8,0.0,0.0,0.0,0.0,1.0,4998.8,1.0,4998.8,0.0,0.0,0.0,0.0,1.0,4998.8
Стол журнальный круглый 75 см,2,0.0,101.36,2.0,10400.0,0.0,0.0,0.0,0.0,2.0,10400.0,02-0000000017,ед,2.0,10400.0,0.0,0.0,0.0,0.0,2.0,10400.0,2.0,10400.0,0.0,0.0,0.0,0.0,2.0,10400.0,2.0,10400.0,0.0,0.0,0.0,0.0,2.0,10400.0
Стол журнальный со стеклом,6,55958.399999999994,21.36,6.0,55958.399999999994,0.0,0.0,0.0,0.0,6.0,55958.399999999994,02-0000000017,ед,6.0,55958.399999999994,0.0,0.0,0.0,0.0,6.0,55958.399999999994,6.0,55958.399999999994,0.0,0.0,0.0,0.0,6.0,55958.399999999994,6.0,55958.399999999994,0.0,0.0,0.0,0.0,6.0,55958.399999999994
Стол кофейный,1,0.0,101.36,1.0,12199.2,0.0,0.0,0.0,0.0,1.0,12199.2,02-0000000017,ед,1.0,12199.2,0.0,0.0,0.0,0.0,1.0,12199.2,1.0,12199.2,0.0,0.0,0.0,0.0,1.0,12199.2,1.0,12199.2,0.0,0.0,0.0,0.0,1.0,12199.2
Стол круглый 105 см,1,0.0,101.36,1.0,7798.8,0.0,0.0,0.0,0.0,1.0,7798.8,02-0000000017,ед,1.0,7798.8,0.0,0.0,0.0,0.0,1.0,7798.8,1.0,7798.8,0.0,0.0,0.0,0.0,1.0,7798.8,1.0,7798.8,0.0,0.0,0.0,0.0,1.0,7798.8
Стол круглый 80 см,7,50666.84,21.36,7.0,50666.84,0.0,0.0,0.0,0.0,7.0,50666.84,02-0000000017,ед,7.0,50666.84,0.0,0.0,0.0,0.0,7.0,50666.84,7.0,50666.84,0.0,0.0,0.0,0.0,7.0,50666.84,7.0,50666.84,0.0,0.0,0.0,0.0,7.0,50666.84
Стол малый,8,0.0,101.36,8.0,59510.4,0.0,0.0,0.0,0.0,8.0,59510.4,02-0000000017,ед,8.0,59510.4,0.0,0.0,0.0,0.0,8.0,59510.4,8.0,59510.4,0.0,0.0,0.0,0.0,8.0,59510.4,8.0,59510.4,0.0,0.0,0.0,0.0,8.0,59510.4
Стол на металлоопорах на одно рабочее место,406,1550956.1300000001,101.36,406.0,4636536.59,0.0,0.0,0.0,0.0,406.0,4636536.59,02-0000000017,ед,406.0,4636536.59,0.0,0.0,0.0,0.0,406.0,4636536.59,406.0,4636536.59,0.0,0.0,0.0,0.0,406.0,4636536.59,406.0,4636536.59,0.0,0.0,0.0,0.0,406.0,4636536.59
Стол на металлоопорах на одно рабочее место Тип 1,115,1012928.0,21.36,115.0,1012928.0,0.0,0.0,0.0,0.0,115.0,1012928.0,02-0000000017,ед,115.0,1012928.0,0.0,0.0,0.0,0.0,115.0,1012928.0,115.0,1012928.0,0.0,0.0,0.0,0.0,115.0,1012928.0,115.0,1012928.0,0.0,0.0,0.0,0.0,115.0,1012928.0
Стол на металлоопорах на одно рабочее место Тип 2,12,82174.44,21.36,12.0,82174.44,0.0,0.0,0.0,0.0,12.0,82174.44,02-0000000017,ед,12.0,82174.44,0.0,0.0,0.0,0.0,12.0,82174.44,12.0,82174.44,0.0,0.0,0.0,0.0,12.0,82174.44,12.0,82174.44,0.0,0.0,0.0,0.0,12.0,82174.44
Стол на металлоопорах на одно рабочее место с передней панелью,18,177591.08,21.36,18.0,177591.08,0.0,0.0,0.0,0.0,18.0,177591.08,02-0000000017,ед,18.0,177591.08,0.0,0.0,0.0,0.0,18.0,177591.08,18.0,177591.08,0.0,0.0,0.0,0.0,18.0,177591.08,18.0,177591.08,0.0,0.0,0.0,0.0,18.0,177591.08
Стол на металлоопорах приставной,4,30240.18,21.36,4.0,30240.18,0.0,0.0,0.0,0.0,4.0,30240.18,02-0000000017,ед,4.0,30240.18,0.0,0.0,0.0,0.0,4.0,30240.18,4.0,30240.18,0.0,0.0,0.0,0.0,4.0,30240.18,4.0,30240.18,0.0,0.0,0.0,0.0,4.0,30240.18
Стол переговорный  4000х1600,1,0.0,101.36,1.0,63078.64,0.0,0.0,0.0,0.0,1.0,63078.64,02-0000000017,ед,1.0,63078.64,0.0,0.0,0.0,0.0,1.0,63078.64,1.0,63078.64,0.0,0.0,0.0,0.0,1.0,63078.64,1.0,63078.64,0.0,0.0,0.0,0.0,1.0,63078.64
Стол переговорный круглый Domino URO 120 х 70,2,0.0,101.36,2.0,15900.0,0.0,0.0,0.0,0.0,2.0,15900.0,02-0000000017,ед,2.0,15900.0,0.0,0.0,0.0,0.0,2.0,15900.0,2.0,15900.0,0.0,0.0,0.0,0.0,2.0,15900.0,2.0,15900.0,0.0,0.0,0.0,0.0,2.0,15900.0
Стол письменный,58,277130.6,101.36,58.0,533145.67,0.0,0.0,0.0,0.0,58.0,533145.67,02-0000000017,ед,58.0,533145.67,0.0,0.0,0.0,0.0,58.0,533145.67,58.0,533145.67,0.0,0.0,0.0,0.0,58.0,533145.67,58.0,533145.67,0.0,0.0,0.0,0.0,58.0,533145.67
Стол письменный ICON 100х60х75,1,0.0,101.36,1.0,6375.89,0.0,0.0,0.0,0.0,1.0,6375.89,02-0000000017,ед,1.0,6375.89,0.0,0.0,0.0,0.0,1.0,6375.89,1.0,6375.89,0.0,0.0,0.0,0.0,1.0,6375.89,1.0,6375.89,0.0,0.0,0.0,0.0,1.0,6375.89
Стол письменный ICON 120х60х75 с передней панелью 120,4,0.0,101.36,4.0,27444.72,0.0,0.0,0.0,0.0,4.0,27444.72,02-0000000017,ед,4.0,27444.72,0.0,0.0,0.0,0.0,4.0,27444.72,4.0,27444.72,0.0,0.0,0.0,0.0,4.0,27444.72,4.0,27444.72,0.0,0.0,0.0,0.0,4.0,27444.72
Стол письменный ICON 200х60х75 с передней панелью 200,7,0.0,101.36,7.0,66178.13,0.0,0.0,0.0,0.0,7.0,66178.13,02-0000000017,ед,7.0,66178.13,0.0,0.0,0.0,0.0,7.0,66178.13,7.0,66178.13,0.0,0.0,0.0,0.0,7.0,66178.13,7.0,66178.13,0.0,0.0,0.0,0.0,7.0,66178.13
Стол приставной,1,0.0,101.36,1.0,6238.66,0.0,0.0,0.0,0.0,1.0,6238.66,02-0000000017,ед,1.0,6238.66,0.0,0.0,0.0,0.0,1.0,6238.66,1.0,6238.66,0.0,0.0,0.0,0.0,1.0,6238.66,1.0,6238.66,0.0,0.0,0.0,0.0,1.0,6238.66
Стол приставной на металлокаркасе коллекции ТандемА,5,46703.25,105.36,5.0,46703.25,0.0,0.0,0.0,0.0,5.0,46703.25,02-000000002350,шт,5.0,46703.25,0.0,0.0,0.0,0.0,5.0,46703.25,5.0,46703.25,0.0,0.0,0.0,0.0,5.0,46703.25,5.0,46703.25,0.0,0.0,0.0,0.0,5.0,46703.25
Стол приставной на металлоопорах,3,12050.16,21.36,3.0,12050.16,0.0,0.0,0.0,0.0,3.0,12050.16,02-0000000017,ед,3.0,12050.16,0.0,0.0,0.0,0.0,3.0,12050.16,3.0,12050.16,0.0,0.0,0.0,0.0,3.0,12050.16,3.0,12050.16,0.0,0.0,0.0,0.0,3.0,12050.16
Стол прямой 120х60 см,1,0.0,101.36,1.0,7198.8,0.0,0.0,0.0,0.0,1.0,7198.8,02-0000000017,ед,1.0,7198.8,0.0,0.0,0.0,0.0,1.0,7198.8,1.0,7198.8,0.0,0.0,0.0,0.0,1.0,7198.8,1.0,7198.8,0.0,0.0,0.0,0.0,1.0,7198.8
Стол рабочий,18,139320.0,21.36,18.0,139320.0,0.0,0.0,0.0,0.0,18.0,139320.0,02-0000000017,ед,18.0,139320.0,0.0,0.0,0.0,0.0,18.0,139320.0,18.0,139320.0,0.0,0.0,0.0,0.0,18.0,139320.0,18.0,139320.0,0.0,0.0,0.0,0.0,18.0,139320.0
Стол рабочий ДПС,16,41600.0,21.36,16.0,41600.0,0.0,0.0,0.0,0.0,16.0,41600.0,02-0000000017,ед,16.0,41600.0,0.0,0.0,0.0,0.0,16.0,41600.0,16.0,41600.0,0.0,0.0,0.0,0.0,16.0,41600.0,16.0,41600.0,0.0,0.0,0.0,0.0,16.0,41600.0
Стол рабочий коллекции ТандемА,16,69678.4,101.36,16.0,152217.59999999998,0.0,0.0,0.0,0.0,16.0,152217.59999999998,02-0000000017,ед,16.0,152217.59999999998,0.0,0.0,0.0,0.0,16.0,152217.59999999998,16.0,152217.59999999998,0.0,0.0,0.0,0.0,16.0,152217.59999999998,16.0,152217.59999999998,0.0,0.0,0.0,0.0,16.0,152217.59999999998
Стол рабочий коллекции ТандемА с экраном,7,0.0,101.36,7.0,122656.81000000001,0.0,0.0,0.0,0.0,7.0,122656.81000000001,02-0000000017,ед,7.0,122656.81000000001,0.0,0.0,0.0,0.0,7.0,122656.81000000001,7.0,122656.81000000001,0.0,0.0,0.0,0.0,7.0,122656.81000000001,7.0,122656.81000000001,0.0,0.0,0.0,0.0,7.0,122656.81000000001
Стол рабочий тип 1,9,0.0,101.36,9.0,41522.4,0.0,0.0,0.0,0.0,9.0,41522.4,02-0000000017,ед,9.0,41522.4,0.0,0.0,0.0,0.0,9.0,41522.4,9.0,41522.4,0.0,0.0,0.0,0.0,9.0,41522.4,9.0,41522.4,0.0,0.0,0.0,0.0,9.0,41522.4
Стол рабочий тип 2 на 2 рабочих места 1400х1604х1147,60,0.0,101.36,90.0,606384.0,0.0,0.0,0.0,0.0,90.0,606384.0,02-0000000017,ед,90.0,606384.0,0.0,0.0,0.0,0.0,90.0,606384.0,90.0,606384.0,0.0,0.0,0.0,0.0,90.0,606384.0,90.0,606384.0,0.0,0.0,30.0,202128.0,60.0,404256.0
Стол руководителя,7,0.0,101.36,7.0,172807.55,0.0,0.0,0.0,0.0,7.0,172807.55,02-0000000017,ед,7.0,172807.55,0.0,0.0,0.0,0.0,7.0,172807.55,7.0,172807.55,0.0,0.0,0.0,0.0,7.0,172807.55,7.0,172807.55,0.0,0.0,0.0,0.0,7.0,172807.55
Стол руководителя БОНД венге 2000х900х750,1,0.0,101.36,1.0,28400.0,0.0,0.0,0.0,0.0,1.0,28400.0,02-0000000017,ед,1.0,28400.0,0.0,0.0,0.0,0.0,1.0,28400.0,1.0,28400.0,0.0,0.0,0.0,0.0,1.0,28400.0,1.0,28400.0,0.0,0.0,0.0,0.0,1.0,28400.0
Стол руководителя коллекции Сенатор,1,0.0,101.36,1.0,20799.14,0.0,0.0,0.0,0.0,1.0,20799.14,02-0000000017,ед,1.0,20799.14,0.0,0.0,0.0,0.0,1.0,20799.14,1.0,20799.14,0.0,0.0,0.0,0.0,1.0,20799.14,1.0,20799.14,0.0,0.0,0.0,0.0,1.0,20799.14
Стол руководителя со встроенной сервисной тумбой,6,0.0,101.36,6.0,194240.77,0.0,0.0,0.0,0.0,6.0,194240.77,02-0000000017,ед,6.0,194240.77,0.0,0.0,0.0,0.0,6.0,194240.77,6.0,194240.77,0.0,0.0,0.0,0.0,6.0,194240.77,6.0,194240.77,0.0,0.0,0.0,0.0,6.0,194240.77
Стол руководителя со встроенной сервисной тумбой и с брифингприставкой,4,0.0,101.36,4.0,164659.2,0.0,0.0,0.0,0.0,4.0,164659.2,02-0000000017,ед,4.0,164659.2,0.0,0.0,0.0,0.0,4.0,164659.2,4.0,164659.2,0.0,0.0,0.0,0.0,4.0,164659.2,4.0,164659.2,0.0,0.0,0.0,0.0,4.0,164659.2
Стол тип 1,2,0.0,101.36,2.0,24962.28,0.0,0.0,0.0,0.0,2.0,24962.28,02-0000000017,ед,2.0,24962.28,0.0,0.0,0.0,0.0,2.0,24962.28,2.0,24962.28,0.0,0.0,0.0,0.0,2.0,24962.28,2.0,24962.28,0.0,0.0,0.0,0.0,2.0,24962.28
Стол тип 2,10,0.0,101.36,10.0,112375.9,0.0,0.0,0.0,0.0,10.0,112375.9,02-0000000017,ед,10.0,112375.9,0.0,0.0,0.0,0.0,10.0,112375.9,10.0,112375.9,0.0,0.0,0.0,0.0,10.0,112375.9,10.0,112375.9,0.0,0.0,0.0,0.0,10.0,112375.9
Стол тип 3,2,18913.52,21.36,2.0,18913.52,0.0,0.0,0.0,0.0,2.0,18913.52,02-0000000017,ед,2.0,18913.52,0.0,0.0,0.0,0.0,2.0,18913.52,2.0,18913.52,0.0,0.0,0.0,0.0,2.0,18913.52,2.0,18913.52,0.0,0.0,0.0,0.0,2.0,18913.52
Столешница,1,5152.06,21.36,1.0,5152.06,0.0,0.0,0.0,0.0,1.0,5152.06,02-0000000017,ед,1.0,5152.06,0.0,0.0,0.0,0.0,1.0,5152.06,1.0,5152.06,0.0,0.0,0.0,0.0,1.0,5152.06,1.0,5152.06,0.0,0.0,0.0,0.0,1.0,5152.06
Стремянка HAILO L60 4 ступенек H146см с лотком,2,9483.22,21.36,2.0,9483.22,0.0,0.0,0.0,0.0,2.0,9483.22,02-0000000017,ед,2.0,9483.22,0.0,0.0,0.0,0.0,2.0,9483.22,2.0,9483.22,0.0,0.0,0.0,0.0,2.0,9483.22,2.0,9483.22,0.0,0.0,0.0,0.0,2.0,9483.22
Стремянка Krause Solidy 6 ступеней  арт 126245,3,9134.400000000001,21.36,3.0,9134.400000000001,0.0,0.0,0.0,0.0,3.0,9134.400000000001,02-0000000017,ед,3.0,9134.400000000001,0.0,0.0,0.0,0.0,3.0,9134.400000000001,3.0,9134.400000000001,0.0,0.0,0.0,0.0,3.0,9134.400000000001,3.0,9134.400000000001,0.0,0.0,0.0,0.0,3.0,9134.400000000001
Стремянка Krause Solidy 6 ступеней арт 126245,3,14742.900000000001,21.36,3.0,14742.9,0.0,0.0,0.0,0.0,3.0,14742.9,02-0000000017,ед,3.0,14742.9,0.0,0.0,0.0,0.0,3.0,14742.9,3.0,14742.9,0.0,0.0,0.0,0.0,3.0,14742.9,3.0,14742.9,0.0,0.0,0.0,0.0,3.0,14742.9
Стремянка Krause Stabilo 8 ступеней арт 124555,3,0.0,101.36,3.0,35112.0,0.0,0.0,0.0,0.0,3.0,35112.0,02-0000000017,ед,3.0,35112.0,0.0,0.0,0.0,0.0,3.0,35112.0,3.0,35112.0,0.0,0.0,0.0,0.0,3.0,35112.0,3.0,35112.0,0.0,0.0,0.0,0.0,3.0,35112.0
Стремянка алюминиевая Krause Monto 5 ступеней арт 128959,1,4540.8,21.36,1.0,4540.8,0.0,0.0,0.0,0.0,1.0,4540.8,02-0000000017,ед,1.0,4540.8,0.0,0.0,0.0,0.0,1.0,4540.8,1.0,4540.8,0.0,0.0,0.0,0.0,1.0,4540.8,1.0,4540.8,0.0,0.0,0.0,0.0,1.0,4540.8
Стул Geradom GD1029,70,43400.0,21.36,70.0,43400.0,0.0,0.0,0.0,0.0,70.0,43400.0,02-0000000017,ед,70.0,43400.0,0.0,0.0,0.0,0.0,70.0,43400.0,70.0,43400.0,0.0,0.0,0.0,0.0,70.0,43400.0,70.0,43400.0,0.0,0.0,0.0,0.0,70.0,43400.0
Стул ИЗО,26,23930.399999999998,21.36,26.0,23930.4,0.0,0.0,0.0,0.0,26.0,23930.4,02-0000000017,ед,26.0,23930.4,0.0,0.0,0.0,0.0,26.0,23930.4,26.0,23930.4,0.0,0.0,0.0,0.0,26.0,23930.4,26.0,23930.4,0.0,0.0,0.0,0.0,26.0,23930.4
Стул ИЗО хром ткань С11 черный,30,26340.0,21.36,30.0,26340.0,0.0,0.0,0.0,0.0,30.0,26340.0,02-0000000017,ед,30.0,26340.0,0.0,0.0,0.0,0.0,30.0,26340.0,30.0,26340.0,0.0,0.0,0.0,0.0,30.0,26340.0,30.0,26340.0,0.0,0.0,0.0,0.0,30.0,26340.0
Стул ИЗО черный 53,15,15044.99,21.36,15.0,15044.99,0.0,0.0,0.0,0.0,15.0,15044.99,02-0000000017,ед,15.0,15044.99,0.0,0.0,0.0,0.0,15.0,15044.99,15.0,15044.99,0.0,0.0,0.0,0.0,15.0,15044.99,15.0,15044.99,0.0,0.0,0.0,0.0,15.0,15044.99
Стул ИЗОчерный53,24,17898.239999999998,21.36,25.0,18644.0,0.0,0.0,0.0,0.0,25.0,18644.0,02-0000000017,ед,25.0,18644.0,0.0,0.0,0.0,0.0,25.0,18644.0,25.0,18644.0,0.0,0.0,0.0,0.0,25.0,18644.0,25.0,18644.0,0.0,0.0,1.0,745.76,24.0,17898.24
Стул высокий,17,0.0,101.36,17.0,98226.0,0.0,0.0,0.0,0.0,17.0,98226.0,02-0000000017,ед,17.0,98226.0,0.0,0.0,0.0,0.0,17.0,98226.0,17.0,98226.0,0.0,0.0,0.0,0.0,17.0,98226.0,17.0,98226.0,0.0,0.0,0.0,0.0,17.0,98226.0
Стул деревянный,18,99900.0,21.36,18.0,99900.0,0.0,0.0,0.0,0.0,18.0,99900.0,02-0000000017,ед,18.0,99900.0,0.0,0.0,0.0,0.0,18.0,99900.0,18.0,99900.0,0.0,0.0,0.0,0.0,18.0,99900.0,18.0,99900.0,0.0,0.0,0.0,0.0,18.0,99900.0
Стул для посетителей,3,7676.400000000001,21.36,3.0,7676.4,0.0,0.0,0.0,0.0,3.0,7676.4,02-0000000017,ед,3.0,7676.4,0.0,0.0,0.0,0.0,3.0,7676.4,3.0,7676.4,0.0,0.0,0.0,0.0,3.0,7676.4,3.0,7676.4,0.0,0.0,0.0,0.0,3.0,7676.4
Стул для посетителей с подлокотником,12,0.0,101.36,12.0,71884.79999999999,0.0,0.0,0.0,0.0,12.0,71884.79999999999,02-0000000017,ед,12.0,71884.79999999999,0.0,0.0,0.0,0.0,12.0,71884.79999999999,12.0,71884.79999999999,0.0,0.0,0.0,0.0,12.0,71884.79999999999,12.0,71884.79999999999,0.0,0.0,0.0,0.0,12.0,71884.79999999999
