Name,Params,Price,Category,KPGZ Code,KPGZ,SPGZ Code,SPGZ
Обслуживание и содержание помещения,"['Вид обслуживания', 'Техническое обслуживание системы отопления', 'Техническое обслуживание электрооборудования здания', 'Техническое обслуживание системы водоснабжения и водоотведения', 'Устранение неисправностей']",NULL,Обслуживание техническое и текущий ремонт нежилых помещений и зданий,03.07.01.01.02,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ НЕЖИЛЫХ ПОМЕЩЕНИЙ И ЗДАНИЙ,NULL,NULL
"Обучение по программе: ""Охрана труда. Руководители, специалисты и члены комиссий по проверке знаний (Очно-заочная форма обучения с использованием дистанционных технологий )""","['Категория слушателей', 'Количество дней обучения', 'Количество слушателей в диапазоне', 'Наименование дополнительной образовательной программы', 'Объем учебной программы в часах', 'Вид услуги', 'Результат обучения', 'Форма обучения', 'Цель обучения']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
"Обучение по программе: Устройство и безопасная эксплуатация электроустановок напряжением до 1000 В. Электробезопасность III группы""","['Диапазон слушателя', 'Категория обучающихся', 'Наименование дополнительной образовательной программы', 'Объем учебной программы в часах', 'Продолжительность обучения', 'Результат прохождения обучения', 'Форма обучения', 'Цель обучения', 'Вид услуги']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
"Обучение по программе: ""Устройство и безопасная эксплуатация электроустановок напряжением до 1000 В. Электробезопасность II группа""","['Вид услуги', 'Категория слушателей', 'Количество слушателей , диапазон', 'Наименование дополнительной образовательной программы', 'Объем учебной программы в часах', 'Результат обучения', 'Срок обучения', 'Форма обучения', 'Цель обучения']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
"Обучение по программе: Семинар для электротехнического персонала «Устройство и безопасная эксплуатация электроустановок напряжением до 1000 В. Электробезопасность III, IV группы».","['Вид услуги', 'Диапазон слушателя', 'Категория обучающихся', 'Наименование дополнительной образовательной программы', 'Объем учебной программы в часах', 'Результат прохождения обучения', 'Форма обучения', 'Цель обучения']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
"Обучение по программе: ""Пожарно-технический минимум для руководителей и специалистов (очно - заочное обучение с применением дистанционных технологий)","['Вид образовательной услуги', 'Категория слушателей', 'Количество слушателей в диапазоне', 'Наименование программы:', 'Объем учебной программы в часах', 'Результат обучения', 'Форма обучения', 'Цель обучения', 'Вид услуги']",NULL,Дополнительное обучение,03.03.14.05,ДОПОЛНИТЕЛЬНОЕ ОБУЧЕНИЕ,NULL,NULL
Услуги по предоставлению доступа к системе тестирования и формирования оперативных отчетов,"['Генерирование отчетов', 'Консультационные услуги', 'Место оказания услуг', 'Тестирование сотрудников']",NULL,Консалтинг кадровый,03.22.04,КОНСАЛТИНГ КАДРОВЫЙ,NULL,NULL
Выполнение работ по изготовлению офисной мебели,"['Гарантийный срок на выполненные работы', 'Материал деревянных элементов', 'Спецификация набора', 'Страна происхождения', 'Габаритные размеры рабочей станции', 'Габаритные размеры стола руководителя', 'Габаритные размеры сервисной тумбы', 'Габаритные размеры брифинг-приставки для стола руководителя', 'Товар изготовлен только из экологически чистых материалов и комплектующих', 'Вид работ']",NULL,Изготовление изделий из комбинации различных материалов...,02.17.01.99,ИЗГОТОВЛЕНИЕ ИЗДЕЛИЙ ИЗ КОМБИНАЦИИ РАЗЛИЧНЫХ МАТЕРИАЛОВ,NULL,NULL
Текущий ремонт,"['Вид работ', 'Вывоз и уборка мусора', 'Демонтаж старых панелей', 'Монтаж', 'Покраска стен']",NULL,"Ремонт текущий нежилых зданий, помещений и сооружений, кроме линейных объектов...",02.06.01.03,"РЕМОНТ ТЕКУЩИЙ НЕЖИЛЫХ ЗДАНИЙ, ПОМЕЩЕНИЙ И СООРУЖЕНИЙ, КРОМЕ ЛИНЕЙНЫХ ОБЪЕКТОВ",NULL,NULL
Разработка и внедрение информационных систем Электронная библиотека «Деловая библиотека Альпина Диджитал»,"['Платформа ios, платформе android, web-модуль', 'Не менее 1200 электронных книг', 'Лицензионный срок 12 (двенадцать) календарных месяцев', 'Формат epub и .pdf, аудио', 'Вид услуги']",NULL,Услуги по эксплуатации информационных систем и программно-технического комплекса...,03.13.09,УСЛУГИ ПО ЭКСПЛУАТАЦИИ ИНФОРМАЦИОННЫХ СИСТЕМ И ПРОГРАММНО-ТЕХНИЧЕСКОГО КОМПЛЕКСА,NULL,NULL
"Набор силовых отверток с держателем, 6 предметов МАСТАК 04-6GRB","['Вес', 'Вид транспортные средства', 'Габариты упаковки', 'Количество предметов', 'Комплектация', 'Материал', 'Назначение', 'Тип', 'Тип упаковки']",NULL,Отвертки,01.11.02.02.07.02,ОТВЕРТКИ,NULL,NULL
Лента K-FLEX 15 м,"['Бренд', 'Длина намотки', 'Тип клейкой ленты', 'Толщина', 'Цвет', 'Ширина клейкой ленты']",NULL,Лента клейкая канцелярская,01.15.05.04.02,ЛЕНТА КЛЕЙКАЯ КАНЦЕЛЯРСКАЯ,NULL,NULL
Пирометр Testo 830-T1,"['Вес', 'Габаритные размеры', 'Ресурс батареи', 'Тип батареи', 'Вид', 'Гарантия', 'Диапазон измерений', 'Наименование оборудования', 'Рабочая температура', 'Температура хранения']",NULL,Пирометры инфракрасные,01.11.02.03.05,ПИРОМЕТРЫ ИНФРАКРАСНЫЕ,NULL,NULL
Логгер Testo 174T с USB-интерфейсом,"['Диапазон измеряемой температуры', 'Объём памяти,  максимальный', 'Рабочая температура', 'Размеры (дхшхв):', 'Частота измерений', 'Элемент питания', 'Поверка']",NULL,ТЕРМОИНДИКАТОРЫ МНОГОРАЗОВЫЕ,01.02.11.01.06.03.09,ТЕРМОИНДИКАТОРЫ МНОГОРАЗОВЫЕ,NULL,NULL
