Quarter,Category,Code,Name,Measure,Start Amount,Start Cost,Flow In Amount,Flow In Cost,Flow Out Amount,Flow Out Cost,End Amount,End Cost
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20222,101.36,02-0000000017,"Шкаф глухой 220*92, Сенатор",ед,0.0,0.0,1.0,26314.0,,,1.0,26314.0
20222,101.36,02-0000000017,"Шкаф деревянный для документов, купе, 163,6х44,4х110, альп. дуб",ед,20.0,245747.2,,,,,20.0,245747.2
20222,101.36,02-0000000017,Шкаф для бумаг комб. БОНД венге,ед,1.0,25618.0,,,,,1.0,25618.0
20222,101.36,02-0000000017,Шкаф для документов,ед,1.0,29789.1,,,,,1.0,29789.1
20222,101.36,02-0000000017,Шкаф для документов (персонал) тип 1,ед,39.0,1019455.71,,,,,39.0,1019455.71
20222,101.36,02-0000000017,Шкаф для документов (руководителя),ед,11.0,306601.13,,,,,11.0,306601.13
20222,101.36,02-0000000017,Шкаф для одежды БОНД венге,ед,1.0,14539.0,,,,,1.0,14539.0
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20222,101.36,02-0000000017,Шкаф комбинированный глубокий для кабинета руководителя,ед,1.0,24682.8,,,,,1.0,24682.8
20222,101.36,02-0000000017,Шкаф комбинированный глубокий для кабинета руководителя,ед,1.0,25089.66,,,,,1.0,25089.66
20222,101.36,02-0000000017,Шкаф медицинский,ед,1.0,7171.45,,,,,1.0,7171.45
20222,101.36,02-0000000017,Шкаф металлический огнестойкий BRANDMAUER BM -1993 RL 1950х930х520 мм,ед,1.0,72915.2,,,,,1.0,72915.2
20222,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20222,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20222,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20222,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20222,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф низкий 76*71 Тандем, дуб альпийский",ед,0.0,0.0,1.0,5369.0,1.0,5369.0,0.0,0.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20222,101.36,02-0000000017,"Шкаф низкий для кабинета руководителя, тип 1",ед,1.0,31179.78,,,,,1.0,31179.78
20222,101.36,02-0000000017,"Шкаф низкий для кабинета руководителя, тип 1",ед,1.0,31179.78,,,,,1.0,31179.78
20222,101.36,02-0000000017,"Шкаф низкий для кабинета руководителя, тип 2",ед,1.0,24377.1,,,,,1.0,24377.1
20222,101.36,02-0000000017,"Шкаф низкий офисный для руководителя Сенатор 92х44,6х79,2см, ЛДСП, дуб альпийски",ед,0.0,0.0,1.0,16730.55,,,1.0,16730.55
20222,101.36,02-0000000017,"Шкаф низкий офисный для руководителя Сенатор 92х44,6х79,2см, ЛДСП, дуб альпийски",ед,0.0,0.0,1.0,16730.55,,,1.0,16730.55
20222,101.36,02-0000000017,"Шкаф низкий офисный для руководителя Сенатор 92х44,6х79,2см, ЛДСП, дуб альпийски",ед,0.0,0.0,1.0,16730.55,,,1.0,16730.55
20222,101.36,02-0000000017,"Шкаф однодверный навесной, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 600x800x300",ед,1.0,10390.0,,,,,1.0,10390.0
20222,101.36,02-0000000017,"Шкаф однодверный навесной, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 600x800x300",ед,1.0,10390.0,,,,,1.0,10390.0
20222,101.36,02-0000000017,"Шкаф с 2 створками, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 1944х600х560",ед,1.0,13350.0,,,,,1.0,13350.0
20222,101.36,02-0000000017,"Шкаф с 2 створками, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 1944х600х560",ед,1.0,13350.0,,,,,1.0,13350.0
20222,101.36,02-0000000017,Шкаф с дверьми купе Тип 1,ед,6.0,125675.04,,,,,6.0,125675.04
20222,101.36,02-0000000017,Шкаф с дверьми купе Тип 2,ед,3.0,64800.36,,,,,3.0,64800.36
20222,101.36,02-0000000017,Шкаф с дверьми купе Тип 3,ед,39.0,615124.38,,,,,39.0,615124.38
20222,101.36,02-0000000017,Шкаф с дверьми купе Тип 4,ед,5.0,82638.05,,,,,5.0,82638.05
20222,101.36,02-0000000017,Шкаф с дверьми купе Тип 5,ед,4.0,65692.96,,,,,4.0,65692.96
20222,101.36,02-0000000017,Шкаф с дверьми купе Тип 6,ед,28.0,463569.12,,,,,28.0,463569.12
20222,101.36,02-0000000017,Шкаф с дверьми Тип 7,ед,12.0,253698.12,,,,,12.0,253698.12
20222,101.36,02-0000000017,"Шкаф со стеклом 220*92, дуб Шамони,  Сенатор",ед,0.0,0.0,1.0,34102.0,,,1.0,34102.0
20222,101.36,02-0000000017,"Шкаф со стеклом 220*92, дуб Шамони,  Сенатор",ед,0.0,0.0,1.0,34102.0,,,1.0,34102.0
20222,101.36,02-0000000017,"Шкаф со стеклом 220*92, дуб Шамони,  Сенатор",ед,0.0,0.0,1.0,34102.0,,,1.0,34102.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20222,101.36,02-0000000017,Шкаф средний широкий,ед,41.0,435904.62,,,,,41.0,435904.62
20222,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20222,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20222,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20222,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20222,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20222,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
